,EURUSD Curncy,EURUSD Curncy,EURUSD Curncy,EURUSD Curncy
,high,low,open,last_price
04/02/1986,0.8992,0.8992,0.8992,0.8992
05/02/1986,0.911,0.911,0.911,0.911
06/02/1986,0.9129,0.9129,0.9129,0.9129
07/02/1986,0.9045,0.9045,0.9045,0.9045
10/02/1986,0.9113,0.9113,0.9113,0.9113
11/02/1986,0.9156,0.9156,0.9156,0.9156
12/02/1986,0.9204,0.9204,0.9204,0.9204
13/02/1986,0.9233,0.9233,0.9233,0.9233
14/02/1986,0.9264,0.9264,0.9264,0.9264
17/02/1986,0.9297,0.9297,0.9297,0.9297
18/02/1986,0.9271,0.9271,0.9271,0.9271
19/02/1986,0.9499,0.9499,0.9499,0.9499
20/02/1986,0.9432,0.9432,0.9432,0.9432
21/02/1986,0.9431,0.9431,0.9431,0.9431
24/02/1986,0.9499,0.9499,0.9499,0.9499
25/02/1986,0.9631,0.9631,0.9631,0.9631
26/02/1986,0.972,0.972,0.972,0.972
27/02/1986,0.9756,0.9756,0.9756,0.9756
28/02/1986,0.9744,0.9744,0.9744,0.9744
03/03/1986,0.9765,0.9765,0.9765,0.9765
04/03/1986,0.9851,0.9851,0.9851,0.9851
05/03/1986,0.9717,0.9717,0.9717,0.9717
06/03/1986,0.9649,0.9649,0.9649,0.9649
07/03/1986,0.9734,0.9734,0.9734,0.9734
10/03/1986,0.9527,0.9527,0.9527,0.9527
11/03/1986,0.96,0.96,0.96,0.96
12/03/1986,0.9547,0.9547,0.9547,0.9547
13/03/1986,0.948,0.948,0.948,0.948
14/03/1986,0.9611,0.9611,0.9611,0.9611
17/03/1986,0.9676,0.9676,0.9676,0.9676
18/03/1986,0.9667,0.9667,0.9667,0.9667
19/03/1986,0.9616,0.9616,0.9616,0.9616
20/03/1986,0.965,0.965,0.965,0.965
21/03/1986,0.9677,0.9677,0.9677,0.9677
24/03/1986,0.9514,0.9514,0.9514,0.9514
25/03/1986,0.9301,0.9301,0.9301,0.9301
26/03/1986,0.9336,0.9336,0.9336,0.9336
27/03/1986,0.9334,0.9334,0.9334,0.9334
01/04/1986,0.9334,0.9334,0.9334,0.9334
02/04/1986,0.9207,0.9207,0.9207,0.9207
03/04/1986,0.9087,0.9087,0.9087,0.9087
04/04/1986,0.8983,0.8983,0.8983,0.8983
07/04/1986,0.8993,0.8993,0.8993,0.8993
08/04/1986,0.9232,0.9232,0.9232,0.9232
09/04/1986,0.928,0.928,0.928,0.928
10/04/1986,0.9257,0.9257,0.9257,0.9257
11/04/1986,0.9385,0.9385,0.9385,0.9385
14/04/1986,0.9326,0.9326,0.9326,0.9326
15/04/1986,0.932,0.932,0.932,0.932
16/04/1986,0.9555,0.9555,0.9555,0.9555
17/04/1986,0.9689,0.9689,0.9689,0.9689
18/04/1986,0.9715,0.9715,0.9715,0.9715
21/04/1986,0.9764,0.9764,0.9764,0.9764
22/04/1986,0.9801,0.9801,0.9801,0.9801
23/04/1986,0.9828,0.9828,0.9828,0.9828
24/04/1986,0.9788,0.9788,0.9788,0.9788
25/04/1986,0.9878,0.9878,0.9878,0.9878
28/04/1986,0.9945,0.9945,0.9945,0.9945
29/04/1986,0.9929,0.9929,0.9929,0.9929
30/04/1986,0.9938,0.9938,0.9938,0.9938
01/05/1986,0.9793,0.9793,0.9793,0.9793
02/05/1986,0.979,0.979,0.979,0.979
06/05/1986,0.9747,0.9747,0.9747,0.9747
07/05/1986,0.9769,0.9769,0.9769,0.9769
08/05/1986,0.9904,0.9904,0.9904,0.9904
09/05/1986,0.99,0.99,0.99,0.99
12/05/1986,0.992,0.992,0.992,0.992
13/05/1986,0.9907,0.9907,0.9907,0.9907
14/05/1986,0.9832,0.9832,0.9832,0.9832
15/05/1986,0.9833,0.9833,0.9833,0.9833
16/05/1986,0.9733,0.9733,0.9733,0.9733
19/05/1986,0.9697,0.9697,0.9697,0.9697
20/05/1986,0.9633,0.9633,0.9633,0.9633
21/05/1986,0.9598,0.9598,0.9598,0.9598
22/05/1986,0.948,0.948,0.948,0.948
23/05/1986,0.9448,0.9448,0.9448,0.9448
27/05/1986,0.9449,0.9449,0.9449,0.9449
28/05/1986,0.9463,0.9463,0.9463,0.9463
29/05/1986,0.9392,0.9392,0.9392,0.9392
30/05/1986,0.9278,0.9278,0.9278,0.9278
02/06/1986,0.9272,0.9272,0.9272,0.9272
03/06/1986,0.9479,0.9479,0.9479,0.9479
04/06/1986,0.9486,0.9486,0.9486,0.9486
05/06/1986,0.9574,0.9574,0.9574,0.9574
06/06/1986,0.9681,0.9681,0.9681,0.9681
09/06/1986,0.9632,0.9632,0.9632,0.9632
10/06/1986,0.9692,0.9692,0.9692,0.9692
11/06/1986,0.975,0.975,0.975,0.975
12/06/1986,0.9764,0.9764,0.9764,0.9764
13/06/1986,0.9742,0.9742,0.9742,0.9742
16/06/1986,0.9772,0.9772,0.9772,0.9772
17/06/1986,0.9668,0.9668,0.9668,0.9668
18/06/1986,0.96,0.96,0.96,0.96
19/06/1986,0.9632,0.9632,0.9632,0.9632
20/06/1986,0.9591,0.9591,0.9591,0.9591
23/06/1986,0.9507,0.9507,0.9507,0.9507
24/06/1986,0.9676,0.9676,0.9676,0.9676
25/06/1986,0.9739,0.9739,0.9739,0.9739
26/06/1986,0.969,0.969,0.969,0.969
27/06/1986,0.974,0.974,0.974,0.974
30/06/1986,0.9797,0.9797,0.9797,0.9797
01/07/1986,0.9865,0.9865,0.9865,0.9865
02/07/1986,0.9849,0.9849,0.9849,0.9849
03/07/1986,0.9901,0.9901,0.9901,0.9901
04/07/1986,0.9897,0.9897,0.9897,0.9897
07/07/1986,0.9894,0.9894,0.9894,0.9894
08/07/1986,0.9872,0.9872,0.9872,0.9872
09/07/1986,0.9852,0.9852,0.9852,0.9852
10/07/1986,0.9878,0.9878,0.9878,0.9878
11/07/1986,0.9849,0.9849,0.9849,0.9849
14/07/1986,0.9846,0.9846,0.9846,0.9846
15/07/1986,0.9917,0.9917,0.9917,0.9917
16/07/1986,0.9968,0.9968,0.9968,0.9968
17/07/1986,0.9986,0.9986,0.9986,0.9986
18/07/1986,0.9989,0.9989,0.9989,0.9989
21/07/1986,1.0066,1.0066,1.0066,1.0066
22/07/1986,1.0046,1.0046,1.0046,1.0046
23/07/1986,1.0007,1.0007,1.0007,1.0007
24/07/1986,1.004,1.004,1.004,1.004
25/07/1986,0.9968,0.9968,0.9968,0.9968
28/07/1986,1.0064,1.0064,1.0064,1.0064
29/07/1986,1.0114,1.0114,1.0114,1.0114
30/07/1986,1.0125,1.0125,1.0125,1.0125
31/07/1986,1.0214,1.0214,1.0214,1.0214
01/08/1986,1.0233,1.0233,1.0233,1.0233
04/08/1986,1.0273,1.0273,1.0273,1.0273
05/08/1986,1.0212,1.0212,1.0212,1.0212
06/08/1986,1.0274,1.0274,1.0274,1.0274
07/08/1986,1.0327,1.0327,1.0327,1.0327
08/08/1986,1.031,1.031,1.031,1.031
11/08/1986,1.0367,1.0367,1.0367,1.0367
12/08/1986,1.0305,1.0305,1.0305,1.0305
13/08/1986,1.0317,1.0317,1.0317,1.0317
14/08/1986,1.0362,1.0362,1.0362,1.0362
15/08/1986,1.0355,1.0355,1.0355,1.0355
18/08/1986,1.0333,1.0333,1.0333,1.0333
19/08/1986,1.0373,1.0373,1.0373,1.0373
20/08/1986,1.04,1.04,1.04,1.04
21/08/1986,1.0406,1.0406,1.0406,1.0406
22/08/1986,1.0433,1.0433,1.0433,1.0433
26/08/1986,1.0398,1.0398,1.0398,1.0398
27/08/1986,1.0399,1.0399,1.0399,1.0399
28/08/1986,1.0368,1.0368,1.0368,1.0368
29/08/1986,1.0441,1.0441,1.0441,1.0441
01/09/1986,1.049,1.049,1.049,1.049
02/09/1986,1.0469,1.0469,1.0469,1.0469
03/09/1986,1.0493,1.0493,1.0493,1.0493
04/09/1986,1.0493,1.0493,1.0493,1.0493
05/09/1986,1.0423,1.0423,1.0423,1.0423
08/09/1986,1.0302,1.0302,1.0302,1.0302
09/09/1986,1.0342,1.0342,1.0342,1.0342
10/09/1986,1.0319,1.0319,1.0319,1.0319
11/09/1986,1.0202,1.0202,1.0202,1.0202
12/09/1986,1.0318,1.0318,1.0318,1.0318
15/09/1986,1.0386,1.0386,1.0386,1.0386
16/09/1986,1.0388,1.0388,1.0388,1.0388
17/09/1986,1.0481,1.0481,1.0481,1.0481
18/09/1986,1.0656,1.0656,1.0656,1.0656
19/09/1986,1.0659,1.0659,1.0659,1.0659
22/09/1986,1.0477,1.0477,1.0477,1.0477
23/09/1986,1.0368,1.0368,1.0368,1.0368
24/09/1986,1.0386,1.0386,1.0386,1.0386
25/09/1986,1.0366,1.0366,1.0366,1.0366
26/09/1986,1.0391,1.0391,1.0391,1.0391
29/09/1986,1.0492,1.0492,1.0492,1.0492
30/09/1986,1.0483,1.0483,1.0483,1.0483
01/10/1986,1.0492,1.0492,1.0492,1.0492
02/10/1986,1.0555,1.0555,1.0555,1.0555
03/10/1986,1.0643,1.0643,1.0643,1.0643
06/10/1986,1.0659,1.0659,1.0659,1.0659
07/10/1986,1.0602,1.0602,1.0602,1.0602
08/10/1986,1.0632,1.0632,1.0632,1.0632
09/10/1986,1.0612,1.0612,1.0612,1.0612
10/10/1986,1.0679,1.0679,1.0679,1.0679
13/10/1986,1.0724,1.0724,1.0724,1.0724
14/10/1986,1.0749,1.0749,1.0749,1.0749
15/10/1986,1.076,1.076,1.076,1.076
16/10/1986,1.0748,1.0748,1.0748,1.0748
17/10/1986,1.074,1.074,1.074,1.074
20/10/1986,1.0675,1.0675,1.0675,1.0675
21/10/1986,1.0662,1.0662,1.0662,1.0662
22/10/1986,1.0696,1.0696,1.0696,1.0696
23/10/1986,1.0638,1.0638,1.0638,1.0638
24/10/1986,1.044,1.044,1.044,1.044
27/10/1986,1.0396,1.0396,1.0396,1.0396
28/10/1986,1.0454,1.0454,1.0454,1.0454
29/10/1986,1.0469,1.0469,1.0469,1.0469
30/10/1986,1.0378,1.0378,1.0378,1.0378
31/10/1986,1.0294,1.0294,1.0294,1.0294
03/11/1986,1.0275,1.0275,1.0275,1.0275
04/11/1986,1.0324,1.0324,1.0324,1.0324
05/11/1986,1.0296,1.0296,1.0296,1.0296
06/11/1986,1.0311,1.0311,1.0311,1.0311
07/11/1986,1.0289,1.0289,1.0289,1.0289
10/11/1986,1.0379,1.0379,1.0379,1.0379
11/11/1986,1.0428,1.0428,1.0428,1.0428
12/11/1986,1.0481,1.0481,1.0481,1.0481
13/11/1986,1.0503,1.0503,1.0503,1.0503
14/11/1986,1.0578,1.0578,1.0578,1.0578
17/11/1986,1.0532,1.0532,1.0532,1.0532
18/11/1986,1.0521,1.0521,1.0521,1.0521
19/11/1986,1.0569,1.0569,1.0569,1.0569
20/11/1986,1.0565,1.0565,1.0565,1.0565
21/11/1986,1.0506,1.0506,1.0506,1.0506
24/11/1986,1.05,1.05,1.05,1.05
25/11/1986,1.0639,1.0639,1.0639,1.0639
26/11/1986,1.0658,1.0658,1.0658,1.0658
27/11/1986,1.065,1.065,1.065,1.065
28/11/1986,1.0725,1.0725,1.0725,1.0725
01/12/1986,1.079,1.079,1.079,1.079
02/12/1986,1.074,1.074,1.074,1.074
03/12/1986,1.0732,1.0732,1.0732,1.0732
04/12/1986,1.0717,1.0717,1.0717,1.0717
05/12/1986,1.0616,1.0616,1.0616,1.0616
08/12/1986,1.0529,1.0529,1.0529,1.0529
09/12/1986,1.0494,1.0494,1.0494,1.0494
10/12/1986,1.0568,1.0568,1.0568,1.0568
11/12/1986,1.0506,1.0506,1.0506,1.0506
12/12/1986,1.0468,1.0468,1.0468,1.0468
15/12/1986,1.0525,1.0525,1.0525,1.0525
16/12/1986,1.0491,1.0491,1.0491,1.0491
17/12/1986,1.0518,1.0518,1.0518,1.0518
18/12/1986,1.0542,1.0542,1.0542,1.0542
19/12/1986,1.0561,1.0561,1.0561,1.0561
22/12/1986,1.0696,1.0696,1.0696,1.0696
23/12/1986,1.0764,1.0764,1.0764,1.0764
24/12/1986,1.0745,1.0745,1.0745,1.0745
29/12/1986,1.0854,1.0854,1.0854,1.0854
30/12/1986,1.084,1.084,1.084,1.084
31/12/1986,1.0981,1.0981,1.0981,1.0981
02/01/1987,1.1008,1.1008,1.1008,1.1008
05/01/1987,1.093,1.093,1.093,1.093
06/01/1987,1.0981,1.0981,1.0981,1.0981
07/01/1987,1.0915,1.0915,1.0915,1.0915
08/01/1987,1.0927,1.0927,1.0927,1.0927
09/01/1987,1.0955,1.0955,1.0955,1.0955
12/01/1987,1.1098,1.1098,1.1098,1.1098
13/01/1987,1.121,1.121,1.121,1.121
14/01/1987,1.1396,1.1396,1.1396,1.1396
15/01/1987,1.143,1.143,1.143,1.143
16/01/1987,1.1384,1.1384,1.1384,1.1384
19/01/1987,1.1586,1.1586,1.1586,1.1586
20/01/1987,1.1403,1.1403,1.1403,1.1403
21/01/1987,1.1356,1.1356,1.1356,1.1356
22/01/1987,1.1538,1.1538,1.1538,1.1538
23/01/1987,1.1501,1.1501,1.1501,1.1501
26/01/1987,1.1485,1.1485,1.1485,1.1485
27/01/1987,1.1554,1.1554,1.1554,1.1554
28/01/1987,1.1734,1.1734,1.1734,1.1734
29/01/1987,1.1699,1.1699,1.1699,1.1699
30/01/1987,1.1471,1.1471,1.1471,1.1471
02/02/1987,1.1531,1.1531,1.1531,1.1531
03/02/1987,1.1684,1.1684,1.1684,1.1684
04/02/1987,1.1561,1.1561,1.1561,1.1561
05/02/1987,1.1427,1.1427,1.1427,1.1427
06/02/1987,1.1311,1.1311,1.1311,1.1311
09/02/1987,1.1472,1.1472,1.1472,1.1472
10/02/1987,1.1665,1.1665,1.1665,1.1665
11/02/1987,1.1526,1.1526,1.1526,1.1526
12/02/1987,1.153,1.153,1.153,1.153
13/02/1987,1.1468,1.1468,1.1468,1.1468
16/02/1987,1.1527,1.1527,1.1527,1.1527
17/02/1987,1.1558,1.1558,1.1558,1.1558
18/02/1987,1.1452,1.1452,1.1452,1.1452
19/02/1987,1.1418,1.1418,1.1418,1.1418
20/02/1987,1.1484,1.1484,1.1484,1.1484
23/02/1987,1.1463,1.1463,1.1463,1.1463
24/02/1987,1.1439,1.1439,1.1439,1.1439
25/02/1987,1.1475,1.1475,1.1475,1.1475
26/02/1987,1.1525,1.1525,1.1525,1.1525
27/02/1987,1.148,1.148,1.148,1.148
02/03/1987,1.1468,1.1468,1.1468,1.1468
03/03/1987,1.1446,1.1446,1.1446,1.1446
04/03/1987,1.144,1.144,1.144,1.144
05/03/1987,1.1421,1.1421,1.1421,1.1421
06/03/1987,1.1433,1.1433,1.1433,1.1433
09/03/1987,1.1316,1.1316,1.1316,1.1316
10/03/1987,1.1333,1.1333,1.1333,1.1333
11/03/1987,1.1241,1.1241,1.1241,1.1241
12/03/1987,1.1285,1.1285,1.1285,1.1285
13/03/1987,1.1321,1.1321,1.1321,1.1321
16/03/1987,1.1413,1.1413,1.1413,1.1413
17/03/1987,1.1443,1.1443,1.1443,1.1443
18/03/1987,1.1423,1.1423,1.1423,1.1423
19/03/1987,1.1451,1.1451,1.1451,1.1451
20/03/1987,1.1455,1.1455,1.1455,1.1455
23/03/1987,1.1518,1.1518,1.1518,1.1518
24/03/1987,1.1504,1.1504,1.1504,1.1504
25/03/1987,1.1486,1.1486,1.1486,1.1486
26/03/1987,1.1475,1.1475,1.1475,1.1475
27/03/1987,1.1504,1.1504,1.1504,1.1504
30/03/1987,1.1627,1.1627,1.1627,1.1627
31/03/1987,1.1616,1.1616,1.1616,1.1616
01/04/1987,1.1539,1.1539,1.1539,1.1539
02/04/1987,1.1489,1.1489,1.1489,1.1489
03/04/1987,1.157,1.157,1.157,1.157
06/04/1987,1.1502,1.1502,1.1502,1.1502
07/04/1987,1.1501,1.1501,1.1501,1.1501
08/04/1987,1.1417,1.1417,1.1417,1.1417
09/04/1987,1.1484,1.1484,1.1484,1.1484
10/04/1987,1.1586,1.1586,1.1586,1.1586
13/04/1987,1.1609,1.1609,1.1609,1.1609
14/04/1987,1.164,1.164,1.164,1.164
15/04/1987,1.1618,1.1618,1.1618,1.1618
16/04/1987,1.157,1.157,1.157,1.157
21/04/1987,1.1596,1.1596,1.1596,1.1596
22/04/1987,1.1511,1.1511,1.1511,1.1511
23/04/1987,1.1558,1.1558,1.1558,1.1558
24/04/1987,1.1721,1.1721,1.1721,1.1721
27/04/1987,1.1762,1.1762,1.1762,1.1762
28/04/1987,1.1648,1.1648,1.1648,1.1648
29/04/1987,1.1673,1.1673,1.1673,1.1673
30/04/1987,1.1684,1.1684,1.1684,1.1684
01/05/1987,1.1754,1.1754,1.1754,1.1754
05/05/1987,1.1819,1.1819,1.1819,1.1819
06/05/1987,1.1823,1.1823,1.1823,1.1823
07/05/1987,1.1769,1.1769,1.1769,1.1769
08/05/1987,1.1684,1.1684,1.1684,1.1684
11/05/1987,1.1641,1.1641,1.1641,1.1641
12/05/1987,1.1711,1.1711,1.1711,1.1711
13/05/1987,1.167,1.167,1.167,1.167
14/05/1987,1.171,1.171,1.171,1.171
15/05/1987,1.1763,1.1763,1.1763,1.1763
18/05/1987,1.1763,1.1763,1.1763,1.1763
19/05/1987,1.1748,1.1748,1.1748,1.1748
20/05/1987,1.1815,1.1815,1.1815,1.1815
21/05/1987,1.1766,1.1766,1.1766,1.1766
22/05/1987,1.1747,1.1747,1.1747,1.1747
26/05/1987,1.1604,1.1604,1.1604,1.1604
27/05/1987,1.1517,1.1517,1.1517,1.1517
28/05/1987,1.1535,1.1535,1.1535,1.1535
29/05/1987,1.1494,1.1494,1.1494,1.1494
01/06/1987,1.1427,1.1427,1.1427,1.1427
02/06/1987,1.164,1.164,1.164,1.164
03/06/1987,1.1577,1.1577,1.1577,1.1577
04/06/1987,1.1514,1.1514,1.1514,1.1514
05/06/1987,1.1543,1.1543,1.1543,1.1543
08/06/1987,1.1614,1.1614,1.1614,1.1614
09/06/1987,1.1643,1.1643,1.1643,1.1643
10/06/1987,1.1682,1.1682,1.1682,1.1682
11/06/1987,1.1662,1.1662,1.1662,1.1662
12/06/1987,1.159,1.159,1.159,1.159
15/06/1987,1.1464,1.1464,1.1464,1.1464
16/06/1987,1.148,1.148,1.148,1.148
17/06/1987,1.1489,1.1489,1.1489,1.1489
18/06/1987,1.1481,1.1481,1.1481,1.1481
19/06/1987,1.1455,1.1455,1.1455,1.1455
22/06/1987,1.1403,1.1403,1.1403,1.1403
23/06/1987,1.14,1.14,1.14,1.14
24/06/1987,1.148,1.148,1.148,1.148
25/06/1987,1.1461,1.1461,1.1461,1.1461
26/06/1987,1.1475,1.1475,1.1475,1.1475
29/06/1987,1.145,1.145,1.145,1.145
30/06/1987,1.1463,1.1463,1.1463,1.1463
01/07/1987,1.1471,1.1471,1.1471,1.1471
02/07/1987,1.1444,1.1444,1.1444,1.1444
03/07/1987,1.1392,1.1392,1.1392,1.1392
06/07/1987,1.1373,1.1373,1.1373,1.1373
07/07/1987,1.1392,1.1392,1.1392,1.1392
08/07/1987,1.1397,1.1397,1.1397,1.1397
09/07/1987,1.1403,1.1403,1.1403,1.1403
10/07/1987,1.1364,1.1364,1.1364,1.1364
13/07/1987,1.1379,1.1379,1.1379,1.1379
14/07/1987,1.1353,1.1353,1.1353,1.1353
15/07/1987,1.1451,1.1451,1.1451,1.1451
16/07/1987,1.1418,1.1418,1.1418,1.1418
17/07/1987,1.1303,1.1303,1.1303,1.1303
20/07/1987,1.1282,1.1282,1.1282,1.1282
21/07/1987,1.1271,1.1271,1.1271,1.1271
22/07/1987,1.1259,1.1259,1.1259,1.1259
23/07/1987,1.1305,1.1305,1.1305,1.1305
24/07/1987,1.1311,1.1311,1.1311,1.1311
27/07/1987,1.1312,1.1312,1.1312,1.1312
28/07/1987,1.1282,1.1282,1.1282,1.1282
29/07/1987,1.1296,1.1296,1.1296,1.1296
30/07/1987,1.1297,1.1297,1.1297,1.1297
31/07/1987,1.1287,1.1287,1.1287,1.1287
03/08/1987,1.1265,1.1265,1.1265,1.1265
04/08/1987,1.1116,1.1116,1.1116,1.1116
05/08/1987,1.1151,1.1151,1.1151,1.1151
06/08/1987,1.1148,1.1148,1.1148,1.1148
07/08/1987,1.1088,1.1088,1.1088,1.1088
10/08/1987,1.106,1.106,1.106,1.106
11/08/1987,1.106,1.106,1.106,1.106
12/08/1987,1.1088,1.1088,1.1088,1.1088
13/08/1987,1.1112,1.1112,1.1112,1.1112
14/08/1987,1.1188,1.1188,1.1188,1.1188
17/08/1987,1.1178,1.1178,1.1178,1.1178
18/08/1987,1.1338,1.1338,1.1338,1.1338
19/08/1987,1.1384,1.1384,1.1384,1.1384
20/08/1987,1.1443,1.1443,1.1443,1.1443
21/08/1987,1.1531,1.1531,1.1531,1.1531
24/08/1987,1.1541,1.1541,1.1541,1.1541
25/08/1987,1.151,1.151,1.151,1.151
26/08/1987,1.1481,1.1481,1.1481,1.1481
27/08/1987,1.155,1.155,1.155,1.155
28/08/1987,1.1562,1.1562,1.1562,1.1562
01/09/1987,1.1577,1.1577,1.1577,1.1577
02/09/1987,1.1627,1.1627,1.1627,1.1627
03/09/1987,1.1684,1.1684,1.1684,1.1684
04/09/1987,1.1678,1.1678,1.1678,1.1678
07/09/1987,1.1699,1.1699,1.1699,1.1699
08/09/1987,1.17,1.17,1.17,1.17
09/09/1987,1.1674,1.1674,1.1674,1.1674
10/09/1987,1.1614,1.1614,1.1614,1.1614
11/09/1987,1.1677,1.1677,1.1677,1.1677
14/09/1987,1.1541,1.1541,1.1541,1.1541
15/09/1987,1.1581,1.1581,1.1581,1.1581
16/09/1987,1.1584,1.1584,1.1584,1.1584
17/09/1987,1.1575,1.1575,1.1575,1.1575
18/09/1987,1.1633,1.1633,1.1633,1.1633
21/09/1987,1.1586,1.1586,1.1586,1.1586
22/09/1987,1.1557,1.1557,1.1557,1.1557
23/09/1987,1.1525,1.1525,1.1525,1.1525
24/09/1987,1.1539,1.1539,1.1539,1.1539
25/09/1987,1.1535,1.1535,1.1535,1.1535
28/09/1987,1.1517,1.1517,1.1517,1.1517
29/09/1987,1.1434,1.1434,1.1434,1.1434
30/09/1987,1.1434,1.1434,1.1434,1.1434
01/10/1987,1.1387,1.1387,1.1387,1.1387
02/10/1987,1.1388,1.1388,1.1388,1.1388
05/10/1987,1.14,1.14,1.14,1.14
06/10/1987,1.1461,1.1461,1.1461,1.1461
07/10/1987,1.1509,1.1509,1.1509,1.1509
08/10/1987,1.1533,1.1533,1.1533,1.1533
09/10/1987,1.1574,1.1574,1.1574,1.1574
12/10/1987,1.1594,1.1594,1.1594,1.1594
13/10/1987,1.1539,1.1539,1.1539,1.1539
14/10/1987,1.1613,1.1613,1.1613,1.1613
15/10/1987,1.1682,1.1682,1.1682,1.1682
16/10/1987,1.1671,1.1671,1.1671,1.1671
19/10/1987,1.1851,1.1851,1.1851,1.1851
20/10/1987,1.1637,1.1637,1.1637,1.1637
21/10/1987,1.1618,1.1618,1.1618,1.1618
22/10/1987,1.1616,1.1616,1.1616,1.1616
23/10/1987,1.1662,1.1662,1.1662,1.1662
26/10/1987,1.1854,1.1854,1.1854,1.1854
27/10/1987,1.1874,1.1874,1.1874,1.1874
28/10/1987,1.1989,1.1989,1.1989,1.1989
29/10/1987,1.2092,1.2092,1.2092,1.2092
30/10/1987,1.2061,1.2061,1.2061,1.2061
02/11/1987,1.213,1.213,1.213,1.213
03/11/1987,1.2134,1.2134,1.2134,1.2134
04/11/1987,1.2185,1.2185,1.2185,1.2185
05/11/1987,1.2373,1.2373,1.2373,1.2373
06/11/1987,1.2443,1.2443,1.2443,1.2443
09/11/1987,1.2516,1.2516,1.2516,1.2516
10/11/1987,1.2505,1.2505,1.2505,1.2505
11/11/1987,1.2433,1.2433,1.2433,1.2433
12/11/1987,1.2349,1.2349,1.2349,1.2349
13/11/1987,1.2311,1.2311,1.2311,1.2311
16/11/1987,1.2174,1.2174,1.2174,1.2174
17/11/1987,1.2315,1.2315,1.2315,1.2315
18/11/1987,1.2288,1.2288,1.2288,1.2288
19/11/1987,1.2358,1.2358,1.2358,1.2358
20/11/1987,1.2429,1.2429,1.2429,1.2429
23/11/1987,1.2489,1.2489,1.2489,1.2489
24/11/1987,1.2378,1.2378,1.2378,1.2378
25/11/1987,1.2494,1.2494,1.2494,1.2494
26/11/1987,1.2497,1.2497,1.2497,1.2497
27/11/1987,1.2552,1.2552,1.2552,1.2552
30/11/1987,1.2719,1.2719,1.2719,1.2719
01/12/1987,1.262,1.262,1.262,1.262
02/12/1987,1.2601,1.2601,1.2601,1.2601
03/12/1987,1.2528,1.2528,1.2528,1.2528
04/12/1987,1.2491,1.2491,1.2491,1.2491
07/12/1987,1.2475,1.2475,1.2475,1.2475
08/12/1987,1.2488,1.2488,1.2488,1.2488
09/12/1987,1.2538,1.2538,1.2538,1.2538
10/12/1987,1.2679,1.2679,1.2679,1.2679
11/12/1987,1.2731,1.2731,1.2731,1.2731
14/12/1987,1.2803,1.2803,1.2803,1.2803
15/12/1987,1.2765,1.2765,1.2765,1.2765
16/12/1987,1.2762,1.2762,1.2762,1.2762
17/12/1987,1.2827,1.2827,1.2827,1.2827
18/12/1987,1.278,1.278,1.278,1.278
21/12/1987,1.2757,1.2757,1.2757,1.2757
22/12/1987,1.2789,1.2789,1.2789,1.2789
23/12/1987,1.2719,1.2719,1.2719,1.2719
24/12/1987,1.2793,1.2793,1.2793,1.2793
29/12/1987,1.3043,1.3043,1.3043,1.3043
30/12/1987,1.3034,1.3034,1.3034,1.3034
31/12/1987,1.3249,1.3249,1.3249,1.3249
04/01/1988,1.312,1.312,1.312,1.312
05/01/1988,1.2811,1.2811,1.2811,1.2811
06/01/1988,1.2625,1.2625,1.2625,1.2625
07/01/1988,1.2687,1.2687,1.2687,1.2687
08/01/1988,1.2617,1.2617,1.2617,1.2617
11/01/1988,1.2732,1.2732,1.2732,1.2732
12/01/1988,1.2741,1.2741,1.2741,1.2741
13/01/1988,1.2757,1.2757,1.2757,1.2757
14/01/1988,1.2726,1.2726,1.2726,1.2726
15/01/1988,1.2419,1.2419,1.2419,1.2419
18/01/1988,1.2387,1.2387,1.2387,1.2387
19/01/1988,1.2399,1.2399,1.2399,1.2399
20/01/1988,1.2541,1.2541,1.2541,1.2541
21/01/1988,1.2527,1.2527,1.2527,1.2527
22/01/1988,1.2463,1.2463,1.2463,1.2463
25/01/1988,1.2433,1.2433,1.2433,1.2433
26/01/1988,1.2452,1.2452,1.2452,1.2452
27/01/1988,1.2475,1.2475,1.2475,1.2475
28/01/1988,1.2497,1.2497,1.2497,1.2497
29/01/1988,1.2436,1.2436,1.2436,1.2436
01/02/1988,1.2317,1.2317,1.2317,1.2317
02/02/1988,1.2384,1.2384,1.2384,1.2384
03/02/1988,1.2369,1.2369,1.2369,1.2369
04/02/1988,1.2315,1.2315,1.2315,1.2315
05/02/1988,1.2297,1.2297,1.2297,1.2297
08/02/1988,1.2302,1.2302,1.2302,1.2302
09/02/1988,1.2249,1.2249,1.2249,1.2249
10/02/1988,1.2337,1.2337,1.2337,1.2337
11/02/1988,1.2331,1.2331,1.2331,1.2331
12/02/1988,1.2188,1.2188,1.2188,1.2188
15/02/1988,1.2206,1.2206,1.2206,1.2206
16/02/1988,1.2201,1.2201,1.2201,1.2201
17/02/1988,1.2228,1.2228,1.2228,1.2228
18/02/1988,1.224,1.224,1.224,1.224
19/02/1988,1.2226,1.2226,1.2226,1.2226
22/02/1988,1.2302,1.2302,1.2302,1.2302
23/02/1988,1.232,1.232,1.232,1.232
24/02/1988,1.2324,1.2324,1.2324,1.2324
25/02/1988,1.2305,1.2305,1.2305,1.2305
26/02/1988,1.2341,1.2341,1.2341,1.2341
29/02/1988,1.2346,1.2346,1.2346,1.2346
