,EURUSD Curncy,EURUSD Curncy,EURUSD Curncy,EURUSD Curncy
,high,low,open,last_price
02/01/1975,1.3101,1.3101,1.3101,1.3101
03/01/1975,1.3184,1.3184,1.3184,1.3184
06/01/1975,1.3291,1.3291,1.3291,1.3291
07/01/1975,1.3316,1.3316,1.3316,1.3316
08/01/1975,1.3238,1.3238,1.3238,1.3238
09/01/1975,1.3243,1.3243,1.3243,1.3243
10/01/1975,1.3273,1.3273,1.3273,1.3273
13/01/1975,1.3263,1.3263,1.3263,1.3263
14/01/1975,1.3179,1.3179,1.3179,1.3179
15/01/1975,1.3224,1.3224,1.3224,1.3224
16/01/1975,1.3252,1.3252,1.3252,1.3252
17/01/1975,1.3268,1.3268,1.3268,1.3268
20/01/1975,1.3328,1.3328,1.3328,1.3328
21/01/1975,1.3357,1.3357,1.3357,1.3357
22/01/1975,1.3484,1.3484,1.3484,1.3484
23/01/1975,1.3506,1.3506,1.3506,1.3506
24/01/1975,1.3543,1.3543,1.3543,1.3543
27/01/1975,1.3654,1.3654,1.3654,1.3654
28/01/1975,1.3593,1.3593,1.3593,1.3593
29/01/1975,1.3461,1.3461,1.3461,1.3461
30/01/1975,1.3481,1.3481,1.3481,1.3481
31/01/1975,1.3472,1.3472,1.3472,1.3472
03/02/1975,1.3423,1.3423,1.3423,1.3423
04/02/1975,1.3301,1.3301,1.3301,1.3301
05/02/1975,1.331,1.331,1.331,1.331
06/02/1975,1.3342,1.3342,1.3342,1.3342
07/02/1975,1.3374,1.3374,1.3374,1.3374
10/02/1975,1.3439,1.3439,1.3439,1.3439
11/02/1975,1.3445,1.3445,1.3445,1.3445
12/02/1975,1.3464,1.3464,1.3464,1.3464
13/02/1975,1.3545,1.3545,1.3545,1.3545
14/02/1975,1.3547,1.3547,1.3547,1.3547
17/02/1975,1.3585,1.3585,1.3585,1.3585
18/02/1975,1.3576,1.3576,1.3576,1.3576
19/02/1975,1.3559,1.3559,1.3559,1.3559
20/02/1975,1.3631,1.3631,1.3631,1.3631
21/02/1975,1.3641,1.3641,1.3641,1.3641
24/02/1975,1.3733,1.3733,1.3733,1.3733
25/02/1975,1.3691,1.3691,1.3691,1.3691
26/02/1975,1.3782,1.3782,1.3782,1.3782
27/02/1975,1.3841,1.3841,1.3841,1.3841
28/02/1975,1.3847,1.3847,1.3847,1.3847
03/03/1975,1.3862,1.3862,1.3862,1.3862
04/03/1975,1.3787,1.3787,1.3787,1.3787
05/03/1975,1.3801,1.3801,1.3801,1.3801
06/03/1975,1.3744,1.3744,1.3744,1.3744
07/03/1975,1.3615,1.3615,1.3615,1.3615
10/03/1975,1.3622,1.3622,1.3622,1.3622
11/03/1975,1.3719,1.3719,1.3719,1.3719
12/03/1975,1.3628,1.3628,1.3628,1.3628
13/03/1975,1.3644,1.3644,1.3644,1.3644
14/03/1975,1.3682,1.3682,1.3682,1.3682
17/03/1975,1.3687,1.3687,1.3687,1.3687
18/03/1975,1.374,1.374,1.374,1.374
19/03/1975,1.3776,1.3776,1.3776,1.3776
20/03/1975,1.3729,1.3729,1.3729,1.3729
21/03/1975,1.3686,1.3686,1.3686,1.3686
24/03/1975,1.3648,1.3648,1.3648,1.3648
25/03/1975,1.3631,1.3631,1.3631,1.3631
26/03/1975,1.36,1.36,1.36,1.36
27/03/1975,1.3561,1.3561,1.3561,1.3561
01/04/1975,1.3604,1.3604,1.3604,1.3604
02/04/1975,1.3607,1.3607,1.3607,1.3607
03/04/1975,1.3559,1.3559,1.3559,1.3559
04/04/1975,1.3455,1.3455,1.3455,1.3455
07/04/1975,1.3463,1.3463,1.3463,1.3463
08/04/1975,1.3504,1.3504,1.3504,1.3504
09/04/1975,1.3497,1.3497,1.3497,1.3497
10/04/1975,1.341,1.341,1.341,1.341
11/04/1975,1.3425,1.3425,1.3425,1.3425
14/04/1975,1.3385,1.3385,1.3385,1.3385
15/04/1975,1.3434,1.3434,1.3434,1.3434
16/04/1975,1.3448,1.3448,1.3448,1.3448
17/04/1975,1.3454,1.3454,1.3454,1.3454
18/04/1975,1.3459,1.3459,1.3459,1.3459
21/04/1975,1.3439,1.3439,1.3439,1.3439
22/04/1975,1.3464,1.3464,1.3464,1.3464
23/04/1975,1.3552,1.3552,1.3552,1.3552
24/04/1975,1.3536,1.3536,1.3536,1.3536
25/04/1975,1.3481,1.3481,1.3481,1.3481
28/04/1975,1.345,1.345,1.345,1.345
29/04/1975,1.3503,1.3503,1.3503,1.3503
30/04/1975,1.3525,1.3525,1.3525,1.3525
01/05/1975,1.353,1.353,1.353,1.353
02/05/1975,1.3504,1.3504,1.3504,1.3504
05/05/1975,1.3554,1.3554,1.3554,1.3554
06/05/1975,1.3567,1.3567,1.3567,1.3567
07/05/1975,1.3613,1.3613,1.3613,1.3613
08/05/1975,1.3682,1.3682,1.3682,1.3682
09/05/1975,1.3648,1.3648,1.3648,1.3648
12/05/1975,1.3641,1.3641,1.3641,1.3641
13/05/1975,1.3755,1.3755,1.3755,1.3755
14/05/1975,1.3723,1.3723,1.3723,1.3723
15/05/1975,1.3618,1.3618,1.3618,1.3618
16/05/1975,1.3643,1.3643,1.3643,1.3643
19/05/1975,1.368,1.368,1.368,1.368
20/05/1975,1.3676,1.3676,1.3676,1.3676
21/05/1975,1.3751,1.3751,1.3751,1.3751
22/05/1975,1.3786,1.3786,1.3786,1.3786
23/05/1975,1.3776,1.3776,1.3776,1.3776
27/05/1975,1.3784,1.3784,1.3784,1.3784
28/05/1975,1.3791,1.3791,1.3791,1.3791
29/05/1975,1.3748,1.3748,1.3748,1.3748
30/05/1975,1.3708,1.3708,1.3708,1.3708
02/06/1975,1.3714,1.3714,1.3714,1.3714
03/06/1975,1.3767,1.3767,1.3767,1.3767
04/06/1975,1.3742,1.3742,1.3742,1.3742
05/06/1975,1.3746,1.3746,1.3746,1.3746
06/06/1975,1.3731,1.3731,1.3731,1.3731
09/06/1975,1.3712,1.3712,1.3712,1.3712
10/06/1975,1.3734,1.3734,1.3734,1.3734
11/06/1975,1.3765,1.3765,1.3765,1.3765
12/06/1975,1.3774,1.3774,1.3774,1.3774
13/06/1975,1.3757,1.3757,1.3757,1.3757
16/06/1975,1.3778,1.3778,1.3778,1.3778
17/06/1975,1.3789,1.3789,1.3789,1.3789
18/06/1975,1.3753,1.3753,1.3753,1.3753
19/06/1975,1.374,1.374,1.374,1.374
20/06/1975,1.3748,1.3748,1.3748,1.3748
23/06/1975,1.3716,1.3716,1.3716,1.3716
24/06/1975,1.371,1.371,1.371,1.371
25/06/1975,1.3719,1.3719,1.3719,1.3719
26/06/1975,1.3702,1.3702,1.3702,1.3702
27/06/1975,1.3663,1.3663,1.3663,1.3663
30/06/1975,1.3622,1.3622,1.3622,1.3622
01/07/1975,1.3576,1.3576,1.3576,1.3576
02/07/1975,1.3461,1.3461,1.3461,1.3461
03/07/1975,1.3441,1.3441,1.3441,1.3441
04/07/1975,1.3425,1.3425,1.3425,1.3425
07/07/1975,1.3358,1.3358,1.3358,1.3358
08/07/1975,1.3392,1.3392,1.3392,1.3392
09/07/1975,1.3407,1.3407,1.3407,1.3407
10/07/1975,1.3314,1.3314,1.3314,1.3314
11/07/1975,1.3243,1.3243,1.3243,1.3243
14/07/1975,1.3189,1.3189,1.3189,1.3189
15/07/1975,1.3187,1.3187,1.3187,1.3187
16/07/1975,1.3077,1.3077,1.3077,1.3077
17/07/1975,1.3026,1.3026,1.3026,1.3026
18/07/1975,1.2969,1.2969,1.2969,1.2969
21/07/1975,1.2903,1.2903,1.2903,1.2903
22/07/1975,1.292,1.292,1.292,1.292
23/07/1975,1.2791,1.2791,1.2791,1.2791
24/07/1975,1.2786,1.2786,1.2786,1.2786
25/07/1975,1.2816,1.2816,1.2816,1.2816
28/07/1975,1.2728,1.2728,1.2728,1.2728
29/07/1975,1.2689,1.2689,1.2689,1.2689
30/07/1975,1.2649,1.2649,1.2649,1.2649
31/07/1975,1.2637,1.2637,1.2637,1.2637
01/08/1975,1.2636,1.2636,1.2636,1.2636
04/08/1975,1.2642,1.2642,1.2642,1.2642
05/08/1975,1.2705,1.2705,1.2705,1.2705
06/08/1975,1.2657,1.2657,1.2657,1.2657
07/08/1975,1.258,1.258,1.258,1.258
08/08/1975,1.2596,1.2596,1.2596,1.2596
11/08/1975,1.2572,1.2572,1.2572,1.2572
12/08/1975,1.2571,1.2571,1.2571,1.2571
13/08/1975,1.2585,1.2585,1.2585,1.2585
14/08/1975,1.2606,1.2606,1.2606,1.2606
15/08/1975,1.2615,1.2615,1.2615,1.2615
18/08/1975,1.2634,1.2634,1.2634,1.2634
19/08/1975,1.2687,1.2687,1.2687,1.2687
20/08/1975,1.2663,1.2663,1.2663,1.2663
21/08/1975,1.266,1.266,1.266,1.266
22/08/1975,1.2645,1.2645,1.2645,1.2645
26/08/1975,1.2609,1.2609,1.2609,1.2609
27/08/1975,1.2604,1.2604,1.2604,1.2604
28/08/1975,1.2596,1.2596,1.2596,1.2596
29/08/1975,1.2582,1.2582,1.2582,1.2582
01/09/1975,1.2558,1.2558,1.2558,1.2558
02/09/1975,1.2568,1.2568,1.2568,1.2568
03/09/1975,1.2601,1.2601,1.2601,1.2601
04/09/1975,1.2571,1.2571,1.2571,1.2571
05/09/1975,1.2563,1.2563,1.2563,1.2563
08/09/1975,1.2564,1.2564,1.2564,1.2564
09/09/1975,1.2575,1.2575,1.2575,1.2575
10/09/1975,1.2542,1.2542,1.2542,1.2542
11/09/1975,1.253,1.253,1.253,1.253
12/09/1975,1.2509,1.2509,1.2509,1.2509
15/09/1975,1.2494,1.2494,1.2494,1.2494
16/09/1975,1.2416,1.2416,1.2416,1.2416
17/09/1975,1.2355,1.2355,1.2355,1.2355
18/09/1975,1.2324,1.2324,1.2324,1.2324
19/09/1975,1.2299,1.2299,1.2299,1.2299
22/09/1975,1.2209,1.2209,1.2209,1.2209
23/09/1975,1.2129,1.2129,1.2129,1.2129
24/09/1975,1.2173,1.2173,1.2173,1.2173
25/09/1975,1.2234,1.2234,1.2234,1.2234
26/09/1975,1.2192,1.2192,1.2192,1.2192
29/09/1975,1.2146,1.2146,1.2146,1.2146
30/09/1975,1.2243,1.2243,1.2243,1.2243
01/10/1975,1.2361,1.2361,1.2361,1.2361
02/10/1975,1.2367,1.2367,1.2367,1.2367
03/10/1975,1.229,1.229,1.229,1.229
06/10/1975,1.2361,1.2361,1.2361,1.2361
07/10/1975,1.2419,1.2419,1.2419,1.2419
08/10/1975,1.2385,1.2385,1.2385,1.2385
09/10/1975,1.2418,1.2418,1.2418,1.2418
10/10/1975,1.2517,1.2517,1.2517,1.2517
13/10/1975,1.2571,1.2571,1.2571,1.2571
14/10/1975,1.2449,1.2449,1.2449,1.2449
15/10/1975,1.2546,1.2546,1.2546,1.2546
16/10/1975,1.259,1.259,1.259,1.259
17/10/1975,1.2566,1.2566,1.2566,1.2566
20/10/1975,1.2564,1.2564,1.2564,1.2564
21/10/1975,1.2583,1.2583,1.2583,1.2583
22/10/1975,1.2633,1.2633,1.2633,1.2633
23/10/1975,1.2612,1.2612,1.2612,1.2612
24/10/1975,1.261,1.261,1.261,1.261
27/10/1975,1.2587,1.2587,1.2587,1.2587
28/10/1975,1.2572,1.2572,1.2572,1.2572
29/10/1975,1.2572,1.2572,1.2572,1.2572
30/10/1975,1.2634,1.2634,1.2634,1.2634
31/10/1975,1.2636,1.2636,1.2636,1.2636
03/11/1975,1.2641,1.2641,1.2641,1.2641
04/11/1975,1.2612,1.2612,1.2612,1.2612
05/11/1975,1.2566,1.2566,1.2566,1.2566
06/11/1975,1.2602,1.2602,1.2602,1.2602
07/11/1975,1.2598,1.2598,1.2598,1.2598
10/11/1975,1.2591,1.2591,1.2591,1.2591
11/11/1975,1.2571,1.2571,1.2571,1.2571
12/11/1975,1.2582,1.2582,1.2582,1.2582
13/11/1975,1.2555,1.2555,1.2555,1.2555
14/11/1975,1.2486,1.2486,1.2486,1.2486
17/11/1975,1.239,1.239,1.239,1.239
18/11/1975,1.2407,1.2407,1.2407,1.2407
19/11/1975,1.2433,1.2433,1.2433,1.2433
20/11/1975,1.2488,1.2488,1.2488,1.2488
21/11/1975,1.2435,1.2435,1.2435,1.2435
24/11/1975,1.2429,1.2429,1.2429,1.2429
25/11/1975,1.2441,1.2441,1.2441,1.2441
26/11/1975,1.2393,1.2393,1.2393,1.2393
27/11/1975,1.2375,1.2375,1.2375,1.2375
28/11/1975,1.2346,1.2346,1.2346,1.2346
01/12/1975,1.2367,1.2367,1.2367,1.2367
02/12/1975,1.239,1.239,1.239,1.239
03/12/1975,1.2381,1.2381,1.2381,1.2381
04/12/1975,1.2392,1.2392,1.2392,1.2392
05/12/1975,1.2376,1.2376,1.2376,1.2376
08/12/1975,1.2375,1.2375,1.2375,1.2375
09/12/1975,1.2341,1.2341,1.2341,1.2341
10/12/1975,1.2349,1.2349,1.2349,1.2349
11/12/1975,1.2346,1.2346,1.2346,1.2346
12/12/1975,1.2329,1.2329,1.2329,1.2329
15/12/1975,1.23,1.23,1.23,1.23
16/12/1975,1.2311,1.2311,1.2311,1.2311
17/12/1975,1.2331,1.2331,1.2331,1.2331
18/12/1975,1.2355,1.2355,1.2355,1.2355
19/12/1975,1.2366,1.2366,1.2366,1.2366
22/12/1975,1.2375,1.2375,1.2375,1.2375
23/12/1975,1.2389,1.2389,1.2389,1.2389
24/12/1975,1.2404,1.2404,1.2404,1.2404
29/12/1975,1.2355,1.2355,1.2355,1.2355
30/12/1975,1.2352,1.2352,1.2352,1.2352
31/12/1975,1.2356,1.2356,1.2356,1.2356
02/01/1976,1.2356,1.2356,1.2356,1.2356
05/01/1976,1.2426,1.2426,1.2426,1.2426
06/01/1976,1.243,1.243,1.243,1.243
07/01/1976,1.2438,1.2438,1.2438,1.2438
08/01/1976,1.243,1.243,1.243,1.243
09/01/1976,1.2407,1.2407,1.2407,1.2407
12/01/1976,1.2404,1.2404,1.2404,1.2404
13/01/1976,1.2378,1.2378,1.2378,1.2378
14/01/1976,1.2402,1.2402,1.2402,1.2402
15/01/1976,1.2398,1.2398,1.2398,1.2398
16/01/1976,1.2387,1.2387,1.2387,1.2387
19/01/1976,1.2392,1.2392,1.2392,1.2392
20/01/1976,1.237,1.237,1.237,1.237
21/01/1976,1.2293,1.2293,1.2293,1.2293
22/01/1976,1.2231,1.2231,1.2231,1.2231
23/01/1976,1.2252,1.2252,1.2252,1.2252
26/01/1976,1.2267,1.2267,1.2267,1.2267
27/01/1976,1.2267,1.2267,1.2267,1.2267
28/01/1976,1.2255,1.2255,1.2255,1.2255
29/01/1976,1.224,1.224,1.224,1.224
30/01/1976,1.2228,1.2228,1.2228,1.2228
02/02/1976,1.2273,1.2273,1.2273,1.2273
03/02/1976,1.2249,1.2249,1.2249,1.2249
04/02/1976,1.2285,1.2285,1.2285,1.2285
05/02/1976,1.2278,1.2278,1.2278,1.2278
06/02/1976,1.2262,1.2262,1.2262,1.2262
09/02/1976,1.2209,1.2209,1.2209,1.2209
10/02/1976,1.221,1.221,1.221,1.221
11/02/1976,1.2247,1.2247,1.2247,1.2247
12/02/1976,1.2231,1.2231,1.2231,1.2231
13/02/1976,1.2201,1.2201,1.2201,1.2201
16/02/1976,1.2177,1.2177,1.2177,1.2177
17/02/1976,1.2142,1.2142,1.2142,1.2142
18/02/1976,1.217,1.217,1.217,1.217
19/02/1976,1.2177,1.2177,1.2177,1.2177
20/02/1976,1.2142,1.2142,1.2142,1.2142
23/02/1976,1.2124,1.2124,1.2124,1.2124
24/02/1976,1.2127,1.2127,1.2127,1.2127
25/02/1976,1.2127,1.2127,1.2127,1.2127
26/02/1976,1.214,1.214,1.214,1.214
27/02/1976,1.2127,1.2127,1.2127,1.2127
01/03/1976,1.2077,1.2077,1.2077,1.2077
02/03/1976,1.2056,1.2056,1.2056,1.2056
03/03/1976,1.2064,1.2064,1.2064,1.2064
04/03/1976,1.2028,1.2028,1.2028,1.2028
05/03/1976,1.2022,1.2022,1.2022,1.2022
08/03/1976,1.2035,1.2035,1.2035,1.2035
09/03/1976,1.2027,1.2027,1.2027,1.2027
10/03/1976,1.1999,1.1999,1.1999,1.1999
11/03/1976,1.1965,1.1965,1.1965,1.1965
12/03/1976,1.1953,1.1953,1.1953,1.1953
15/03/1976,1.1877,1.1877,1.1877,1.1877
16/03/1976,1.1816,1.1816,1.1816,1.1816
17/03/1976,1.1806,1.1806,1.1806,1.1806
18/03/1976,1.1829,1.1829,1.1829,1.1829
19/03/1976,1.1868,1.1868,1.1868,1.1868
22/03/1976,1.1885,1.1885,1.1885,1.1885
23/03/1976,1.1871,1.1871,1.1871,1.1871
24/03/1976,1.1878,1.1878,1.1878,1.1878
25/03/1976,1.1884,1.1884,1.1884,1.1884
26/03/1976,1.1862,1.1862,1.1862,1.1862
29/03/1976,1.1858,1.1858,1.1858,1.1858
30/03/1976,1.1905,1.1905,1.1905,1.1905
31/03/1976,1.1906,1.1906,1.1906,1.1906
01/04/1976,1.1928,1.1928,1.1928,1.1928
02/04/1976,1.1869,1.1869,1.1869,1.1869
05/04/1976,1.1879,1.1879,1.1879,1.1879
06/04/1976,1.1877,1.1877,1.1877,1.1877
07/04/1976,1.1851,1.1851,1.1851,1.1851
08/04/1976,1.1864,1.1864,1.1864,1.1864
09/04/1976,1.1829,1.1829,1.1829,1.1829
12/04/1976,1.1774,1.1774,1.1774,1.1774
13/04/1976,1.1791,1.1791,1.1791,1.1791
14/04/1976,1.1847,1.1847,1.1847,1.1847
15/04/1976,1.1832,1.1832,1.1832,1.1832
20/04/1976,1.184,1.184,1.184,1.184
21/04/1976,1.1832,1.1832,1.1832,1.1832
22/04/1976,1.1811,1.1811,1.1811,1.1811
23/04/1976,1.1802,1.1802,1.1802,1.1802
26/04/1976,1.1805,1.1805,1.1805,1.1805
27/04/1976,1.1801,1.1801,1.1801,1.1801
28/04/1976,1.1805,1.1805,1.1805,1.1805
29/04/1976,1.1809,1.1809,1.1809,1.1809
30/04/1976,1.1798,1.1798,1.1798,1.1798
03/05/1976,1.1798,1.1798,1.1798,1.1798
04/05/1976,1.1765,1.1765,1.1765,1.1765
05/05/1976,1.1756,1.1756,1.1756,1.1756
06/05/1976,1.1839,1.1839,1.1839,1.1839
07/05/1976,1.1874,1.1874,1.1874,1.1874
10/05/1976,1.1908,1.1908,1.1908,1.1908
11/05/1976,1.1874,1.1874,1.1874,1.1874
12/05/1976,1.1839,1.1839,1.1839,1.1839
13/05/1976,1.1839,1.1839,1.1839,1.1839
14/05/1976,1.1815,1.1815,1.1815,1.1815
17/05/1976,1.1737,1.1737,1.1737,1.1737
18/05/1976,1.1755,1.1755,1.1755,1.1755
19/05/1976,1.1781,1.1781,1.1781,1.1781
20/05/1976,1.1781,1.1781,1.1781,1.1781
21/05/1976,1.1744,1.1744,1.1744,1.1744
24/05/1976,1.1769,1.1769,1.1769,1.1769
25/05/1976,1.1759,1.1759,1.1759,1.1759
26/05/1976,1.1726,1.1726,1.1726,1.1726
27/05/1976,1.1752,1.1752,1.1752,1.1752
28/05/1976,1.1719,1.1719,1.1719,1.1719
01/06/1976,1.1695,1.1695,1.1695,1.1695
02/06/1976,1.1727,1.1727,1.1727,1.1727
03/06/1976,1.1718,1.1718,1.1718,1.1718
04/06/1976,1.1712,1.1712,1.1712,1.1712
07/06/1976,1.1736,1.1736,1.1736,1.1736
08/06/1976,1.1741,1.1741,1.1741,1.1741
09/06/1976,1.175,1.175,1.175,1.175
10/06/1976,1.1721,1.1721,1.1721,1.1721
11/06/1976,1.1729,1.1729,1.1729,1.1729
14/06/1976,1.1733,1.1733,1.1733,1.1733
15/06/1976,1.1736,1.1736,1.1736,1.1736
16/06/1976,1.1733,1.1733,1.1733,1.1733
17/06/1976,1.1733,1.1733,1.1733,1.1733
18/06/1976,1.1722,1.1722,1.1722,1.1722
21/06/1976,1.171,1.171,1.171,1.171
22/06/1976,1.1723,1.1723,1.1723,1.1723
23/06/1976,1.1733,1.1733,1.1733,1.1733
24/06/1976,1.1755,1.1755,1.1755,1.1755
25/06/1976,1.1733,1.1733,1.1733,1.1733
28/06/1976,1.1736,1.1736,1.1736,1.1736
29/06/1976,1.1758,1.1758,1.1758,1.1758
30/06/1976,1.1756,1.1756,1.1756,1.1756
01/07/1976,1.1752,1.1752,1.1752,1.1752
02/07/1976,1.1752,1.1752,1.1752,1.1752
05/07/1976,1.1756,1.1756,1.1756,1.1756
06/07/1976,1.1748,1.1748,1.1748,1.1748
07/07/1976,1.175,1.175,1.175,1.175
08/07/1976,1.1748,1.1748,1.1748,1.1748
09/07/1976,1.1733,1.1733,1.1733,1.1733
12/07/1976,1.1723,1.1723,1.1723,1.1723
13/07/1976,1.1726,1.1726,1.1726,1.1726
14/07/1976,1.1744,1.1744,1.1744,1.1744
15/07/1976,1.1722,1.1722,1.1722,1.1722
16/07/1976,1.1685,1.1685,1.1685,1.1685
19/07/1976,1.1666,1.1666,1.1666,1.1666
20/07/1976,1.1677,1.1677,1.1677,1.1677
21/07/1976,1.1678,1.1678,1.1678,1.1678
22/07/1976,1.1671,1.1671,1.1671,1.1671
23/07/1976,1.1665,1.1665,1.1665,1.1665
26/07/1976,1.1659,1.1659,1.1659,1.1659
27/07/1976,1.168,1.168,1.168,1.168
28/07/1976,1.1703,1.1703,1.1703,1.1703
29/07/1976,1.1729,1.1729,1.1729,1.1729
30/07/1976,1.1748,1.1748,1.1748,1.1748
02/08/1976,1.1772,1.1772,1.1772,1.1772
03/08/1976,1.1752,1.1752,1.1752,1.1752
04/08/1976,1.1773,1.1773,1.1773,1.1773
05/08/1976,1.1741,1.1741,1.1741,1.1741
06/08/1976,1.1732,1.1732,1.1732,1.1732
09/08/1976,1.173,1.173,1.173,1.173
10/08/1976,1.1726,1.1726,1.1726,1.1726
11/08/1976,1.1733,1.1733,1.1733,1.1733
12/08/1976,1.1719,1.1719,1.1719,1.1719
13/08/1976,1.1725,1.1725,1.1725,1.1725
16/08/1976,1.1744,1.1744,1.1744,1.1744
17/08/1976,1.1811,1.1811,1.1811,1.1811
18/08/1976,1.1805,1.1805,1.1805,1.1805
19/08/1976,1.179,1.179,1.179,1.179
20/08/1976,1.1769,1.1769,1.1769,1.1769
23/08/1976,1.1794,1.1794,1.1794,1.1794
24/08/1976,1.1804,1.1804,1.1804,1.1804
25/08/1976,1.1783,1.1783,1.1783,1.1783
26/08/1976,1.1811,1.1811,1.1811,1.1811
27/08/1976,1.1795,1.1795,1.1795,1.1795
31/08/1976,1.1797,1.1797,1.1797,1.1797
01/09/1976,1.1825,1.1825,1.1825,1.1825
02/09/1976,1.1816,1.1816,1.1816,1.1816
03/09/1976,1.1812,1.1812,1.1812,1.1812
06/09/1976,1.1811,1.1811,1.1811,1.1811
07/09/1976,1.1818,1.1818,1.1818,1.1818
08/09/1976,1.1826,1.1826,1.1826,1.1826
09/09/1976,1.1844,1.1844,1.1844,1.1844
10/09/1976,1.1839,1.1839,1.1839,1.1839
13/09/1976,1.1846,1.1846,1.1846,1.1846
14/09/1976,1.1865,1.1865,1.1865,1.1865
15/09/1976,1.1928,1.1928,1.1928,1.1928
16/09/1976,1.1926,1.1926,1.1926,1.1926
17/09/1976,1.1929,1.1929,1.1929,1.1929
20/09/1976,1.1929,1.1929,1.1929,1.1929
21/09/1976,1.1926,1.1926,1.1926,1.1926
22/09/1976,1.1952,1.1952,1.1952,1.1952
23/09/1976,1.191,1.191,1.191,1.191
24/09/1976,1.1925,1.1925,1.1925,1.1925
27/09/1976,1.1942,1.1942,1.1942,1.1942
28/09/1976,1.1945,1.1945,1.1945,1.1945
29/09/1976,1.1959,1.1959,1.1959,1.1959
30/09/1976,1.1983,1.1983,1.1983,1.1983
01/10/1976,1.1933,1.1933,1.1933,1.1933
04/10/1976,1.1965,1.1965,1.1965,1.1965
05/10/1976,1.2018,1.2018,1.2018,1.2018
06/10/1976,1.2044,1.2044,1.2044,1.2044
07/10/1976,1.2014,1.2014,1.2014,1.2014
08/10/1976,1.2008,1.2008,1.2008,1.2008
11/10/1976,1.1992,1.1992,1.1992,1.1992
12/10/1976,1.1999,1.1999,1.1999,1.1999
13/10/1976,1.2001,1.2001,1.2001,1.2001
14/10/1976,1.2005,1.2005,1.2005,1.2005
15/10/1976,1.197,1.197,1.197,1.197
18/10/1976,1.1899,1.1899,1.1899,1.1899
19/10/1976,1.1943,1.1943,1.1943,1.1943
20/10/1976,1.1998,1.1998,1.1998,1.1998
21/10/1976,1.1975,1.1975,1.1975,1.1975
22/10/1976,1.1976,1.1976,1.1976,1.1976
25/10/1976,1.2029,1.2029,1.2029,1.2029
26/10/1976,1.2005,1.2005,1.2005,1.2005
27/10/1976,1.2038,1.2038,1.2038,1.2038
28/10/1976,1.2048,1.2048,1.2048,1.2048
29/10/1976,1.204,1.204,1.204,1.204
01/11/1976,1.2027,1.2027,1.2027,1.2027
02/11/1976,1.2021,1.2021,1.2021,1.2021
03/11/1976,1.204,1.204,1.204,1.204
04/11/1976,1.1999,1.1999,1.1999,1.1999
05/11/1976,1.199,1.199,1.199,1.199
08/11/1976,1.2008,1.2008,1.2008,1.2008
09/11/1976,1.1998,1.1998,1.1998,1.1998
10/11/1976,1.2006,1.2006,1.2006,1.2006
11/11/1976,1.2011,1.2011,1.2011,1.2011
12/11/1976,1.2011,1.2011,1.2011,1.2011
15/11/1976,1.1998,1.1998,1.1998,1.1998
16/11/1976,1.1999,1.1999,1.1999,1.1999
17/11/1976,1.1995,1.1995,1.1995,1.1995
18/11/1976,1.1985,1.1985,1.1985,1.1985
19/11/1976,1.1996,1.1996,1.1996,1.1996
22/11/1976,1.2054,1.2054,1.2054,1.2054
23/11/1976,1.2057,1.2057,1.2057,1.2057
24/11/1976,1.2045,1.2045,1.2045,1.2045
25/11/1976,1.2045,1.2045,1.2045,1.2045
26/11/1976,1.2038,1.2038,1.2038,1.2038
29/11/1976,1.2045,1.2045,1.2045,1.2045
30/11/1976,1.2037,1.2037,1.2037,1.2037
01/12/1976,1.2018,1.2018,1.2018,1.2018
02/12/1976,1.2018,1.2018,1.2018,1.2018
03/12/1976,1.2037,1.2037,1.2037,1.2037
06/12/1976,1.207,1.207,1.207,1.207
07/12/1976,1.2057,1.2057,1.2057,1.2057
08/12/1976,1.2061,1.2061,1.2061,1.2061
09/12/1976,1.2069,1.2069,1.2069,1.2069
10/12/1976,1.2072,1.2072,1.2072,1.2072
13/12/1976,1.2069,1.2069,1.2069,1.2069
14/12/1976,1.2079,1.2079,1.2079,1.2079
15/12/1976,1.2076,1.2076,1.2076,1.2076
16/12/1976,1.2098,1.2098,1.2098,1.2098
17/12/1976,1.2102,1.2102,1.2102,1.2102
20/12/1976,1.2149,1.2149,1.2149,1.2149
21/12/1976,1.2152,1.2152,1.2152,1.2152
22/12/1976,1.2158,1.2158,1.2158,1.2158
23/12/1976,1.2146,1.2146,1.2146,1.2146
24/12/1976,1.2139,1.2139,1.2139,1.2139
29/12/1976,1.2183,1.2183,1.2183,1.2183
30/12/1976,1.2174,1.2174,1.2174,1.2174
31/12/1976,1.2171,1.2171,1.2171,1.2171
04/01/1977,1.2229,1.2229,1.2229,1.2229
05/01/1977,1.2213,1.2213,1.2213,1.2213
06/01/1977,1.2192,1.2192,1.2192,1.2192
07/01/1977,1.2148,1.2148,1.2148,1.2148
10/01/1977,1.2064,1.2064,1.2064,1.2064
11/01/1977,1.2088,1.2088,1.2088,1.2088
12/01/1977,1.2093,1.2093,1.2093,1.2093
13/01/1977,1.2048,1.2048,1.2048,1.2048
14/01/1977,1.2031,1.2031,1.2031,1.2031
17/01/1977,1.2027,1.2027,1.2027,1.2027
18/01/1977,1.2008,1.2008,1.2008,1.2008
19/01/1977,1.1988,1.1988,1.1988,1.1988
20/01/1977,1.2005,1.2005,1.2005,1.2005
